Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100)
9853,Dorothy Logan,"art, indicate, young",17,B.Tech,None,AI Researcher,Hire,62125,7,100
2931,David Martinez,"yourself, cause, future",11,B.Sc,None,Cybersecurity Analyst,Hire,116492,8,75
3612,Edward Simmons,"manage, while, time",9,MBA,Deep Learning Specialization,Data Scientist,Hire,112963,2,58
9661,Laura Washington,"us, cup, put",0,PhD,Google ML,Data Scientist,Hire,76127,2,86
4407,Cynthia Taylor,"money, city, professor",8,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,100781,9,69
2889,Kelly Jackson DDS,"world, hope, behind",13,MBA,None,Software Engineer,Reject,51810,1,78
7067,Ronald Vasquez,"win, after, official",9,MBA,None,Software Engineer,Hire,82531,3,72
9278,Stephanie Houston,"race, it, avoid",4,MBA,Google ML,Software Engineer,Reject,94072,1,84
9968,Christopher Davis,"another, four, establish",16,PhD,Google ML,Cybersecurity Analyst,Reject,102051,7,71
3346,Thomas Rosales,"population, majority, for",6,MBA,None,Software Engineer,Hire,59356,2,88
2758,Tracy Moore,"statement, million, take",18,B.Tech,Google ML,Cybersecurity Analyst,Reject,63173,3,84
2137,Jason Cabrera,"speak, book, position",11,B.Sc,AWS Certified,AI Researcher,Hire,87215,10,95
2784,Jennifer Reyes,"tax, listen, nature",19,B.Sc,AWS Certified,Data Scientist,Reject,105516,2,62
964,Joel Guerra,"wait, peace, main",10,PhD,Google ML,Software Engineer,Reject,87746,0,80
2934,Laurie Bell,"modern, care, maintain",6,B.Sc,None,Software Engineer,Hire,66312,4,57
8062,Kelly Johnson,"answer, second, day",15,B.Sc,None,AI Researcher,Hire,57666,3,52
7151,Joel Figueroa,"three, series, sure",3,MBA,AWS Certified,Software Engineer,Reject,51200,7,71
258,Michael Schneider,"bank, realize, especially",3,MBA,AWS Certified,Data Scientist,Hire,103491,0,82
7736,Roger Monroe,"modern, degree, everyone",6,MBA,Deep Learning Specialization,AI Researcher,Hire,112959,0,79
8636,Edward Wright III,"three, ability, later",0,B.Sc,Google ML,Cybersecurity Analyst,Hire,72580,4,55
2416,Jeffrey Taylor,"doctor, word, choose",15,B.Sc,Google ML,AI Researcher,Hire,95583,4,59
7986,Marcus Price,"any, church, might",11,B.Sc,AWS Certified,AI Researcher,Hire,56684,7,72
3111,Jodi Padilla,"alone, already, radio",10,MBA,None,AI Researcher,Hire,116106,4,93
7795,Ashley Petty,"later, line, hundred",17,MBA,AWS Certified,Cybersecurity Analyst,Reject,48123,4,62
77,Tiffany Gomez,"Congress, movie, piece",17,PhD,Deep Learning Specialization,AI Researcher,Reject,94335,1,84
4073,Wendy Marshall,"we, both, process",14,B.Tech,None,Software Engineer,Hire,45630,6,80
8059,Tammy Mcdonald,"accept, daughter, impact",11,B.Sc,None,AI Researcher,Hire,71424,8,89
5379,Denise Carter,"still, three, line",4,B.Sc,None,Data Scientist,Reject,77908,4,86
4457,Bradley Nguyen,"bar, stand, option",13,MBA,AWS Certified,Software Engineer,Reject,115139,8,52
6321,Melissa Cook,"arrive, raise, never",10,B.Sc,None,Cybersecurity Analyst,Reject,71201,6,91
3382,Justin Roman,"respond, design, force",12,PhD,Google ML,Data Scientist,Hire,67018,6,92
4117,Paula Harris,"modern, gun, nation",10,PhD,None,Data Scientist,Hire,85382,4,84
5476,Eric Kennedy,"town, those, base",3,MBA,Deep Learning Specialization,Data Scientist,Hire,105387,8,55
1467,Adam George,"decide, determine, American",10,PhD,Google ML,Data Scientist,Reject,74313,1,60
8077,Christine Campbell,"car, firm, person",1,B.Tech,Google ML,Data Scientist,Reject,50012,1,95
1421,Travis Smith,"month, character, face",15,B.Sc,None,AI Researcher,Reject,101790,5,50
4758,Jacqueline Mason,"address, member, there",0,B.Tech,Google ML,Cybersecurity Analyst,Reject,58410,1,50
8862,Sharon Irwin,"key, cost, unit",20,B.Tech,AWS Certified,Software Engineer,Hire,67571,1,75
3704,Tony Elliott,"suggest, general, tax",3,MBA,AWS Certified,Cybersecurity Analyst,Hire,63276,7,69
903,Ann Barr,"white, cultural, responsibility",1,B.Tech,None,Software Engineer,Reject,119315,3,71
5415,Alice Garcia,"available, change, score",10,MBA,Deep Learning Specialization,AI Researcher,Hire,65751,1,82
4881,Jordan Horn,"physical, discussion, already",0,MBA,None,Cybersecurity Analyst,Hire,78631,7,91
6573,Michelle Richardson,"walk, left, significant",7,B.Sc,AWS Certified,Software Engineer,Reject,111341,6,72
5292,Susan Jones,"before, difference, whatever",7,B.Tech,Google ML,AI Researcher,Reject,54033,4,72
837,Jasmine Stout,"grow, current, financial",11,B.Tech,None,Cybersecurity Analyst,Reject,99271,7,81
2171,Mr. Carl Johnson,"heavy, attorney, support",3,MBA,AWS Certified,Software Engineer,Reject,49949,5,75
2369,Mrs. Dorothy Acevedo,"be, deep, simply",0,B.Tech,Google ML,Data Scientist,Hire,49438,9,55
1654,Katherine Cline,"away, something, particular",13,MBA,None,Cybersecurity Analyst,Reject,94795,2,98
3389,Billy French,"memory, officer, hot",11,PhD,Google ML,Data Scientist,Hire,100863,3,94
441,Antonio Robinson,"important, capital, health",1,MBA,AWS Certified,Cybersecurity Analyst,Hire,49512,3,50
7683,Diana Park,"lead, project, agency",19,B.Sc,Google ML,Software Engineer,Reject,86528,1,50
2031,Andrea Anderson,"outside, machine, hit",14,B.Sc,Google ML,AI Researcher,Hire,50206,4,55
5833,Susan Phillips,"specific, catch, data",12,MBA,None,Data Scientist,Reject,99103,9,79
7376,John Austin,"medical, for, play",8,B.Tech,None,AI Researcher,Reject,44322,5,77
67,Brittany Brooks,"ago, land, successful",6,B.Tech,AWS Certified,AI Researcher,Reject,105723,3,98
9066,Kristin Chen,"management, wife, would",2,PhD,Google ML,Cybersecurity Analyst,Reject,102298,10,69
3524,Mark Taylor,"player, help, in",11,B.Sc,Deep Learning Specialization,AI Researcher,Reject,82295,2,91
4266,David Garrett,"house, direction, fast",14,PhD,None,Data Scientist,Reject,93260,0,81
6137,Valerie Hammond,"mind, thousand, society",10,B.Tech,Google ML,Cybersecurity Analyst,Hire,84668,4,96
8371,Deborah Brooks,"cut, threat, put",5,B.Tech,None,Data Scientist,Hire,90048,1,86
4607,Molly Farley,"return, stage, realize",7,PhD,Google ML,Data Scientist,Reject,44861,0,59
4880,Jennifer Hunter,"almost, week, low",3,B.Tech,Deep Learning Specialization,Data Scientist,Reject,67668,4,81
8307,Jenny Cortez,"her, chance, teacher",17,MBA,None,Cybersecurity Analyst,Reject,50750,4,70
9454,Jennifer Thomas,"star, go, trial",7,PhD,Deep Learning Specialization,Data Scientist,Reject,87048,4,56
855,Harry Stanley,"hand, state, receive",5,B.Tech,None,Data Scientist,Reject,76099,9,66
8625,James Park,"impact, night, bag",4,PhD,AWS Certified,AI Researcher,Hire,80990,3,61
8765,Seth Bauer,"car, test, bad",14,MBA,None,Data Scientist,Reject,47910,4,88
3069,William Powell,"group, policy, family",8,PhD,Deep Learning Specialization,Software Engineer,Hire,65783,0,70
9764,Eileen Taylor,"without, stock, really",6,B.Tech,Google ML,AI Researcher,Reject,74134,6,95
3277,Craig Banks,"mean, last, ball",18,MBA,AWS Certified,Cybersecurity Analyst,Hire,70326,5,54
7243,Stacey Smith,"while, address, general",12,PhD,Google ML,AI Researcher,Reject,81810,0,74
411,Jason Kennedy,"wall, author, man",11,B.Sc,Google ML,AI Researcher,Hire,41043,5,82
2197,Melissa Gordon,"garden, read, it",14,B.Tech,AWS Certified,Software Engineer,Reject,109310,8,79
3251,Antonio Herman,"quite, read, day",10,PhD,Deep Learning Specialization,Software Engineer,Hire,44381,9,58
2675,Melanie Thomas,"recognize, analysis, item",17,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,77037,0,76
4070,Ryan Fry,"sing, him, win",10,B.Tech,None,AI Researcher,Hire,82342,3,56
4057,Destiny Hurst,"necessary, perform, reality",14,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,78302,4,87
2475,Rachel Guerrero,"husband, feel, tough",8,B.Tech,AWS Certified,Software Engineer,Reject,56127,5,74
4513,James Foster,"campaign, far, she",6,MBA,Google ML,Cybersecurity Analyst,Reject,79634,6,75
2427,Brianna Parsons,"help, Republican, still",1,MBA,None,Software Engineer,Hire,53574,7,69
5704,Kimberly Lopez,"else, poor, chance",6,B.Sc,Deep Learning Specialization,Software Engineer,Reject,96345,7,73
8520,David Hart,"show, business, later",0,B.Tech,None,Software Engineer,Reject,80444,9,95
686,Brendan Edwards,"behind, interesting, available",1,B.Sc,AWS Certified,AI Researcher,Hire,48882,8,88
588,Jacob Odom,"effect, pressure, talk",11,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,110223,5,91
2946,Rachel Martinez,"last, newspaper, dark",3,PhD,Google ML,AI Researcher,Hire,66367,9,99
4153,Amanda Graham,"last, certain, top",15,MBA,Google ML,Software Engineer,Hire,85551,3,82
1395,Grant Harmon,"through, race, artist",18,B.Tech,None,Software Engineer,Reject,87505,7,66
3920,Robin Oliver,"woman, item, budget",5,B.Tech,Deep Learning Specialization,Data Scientist,Hire,117987,1,78
6115,Reginald Johnson,"institution, treat, assume",8,B.Tech,None,Data Scientist,Reject,101583,10,61
3084,Dana Rivera,"debate, phone, bar",18,PhD,AWS Certified,AI Researcher,Hire,61955,2,55
7021,Michelle Padilla,"capital, cultural, leader",12,B.Tech,Deep Learning Specialization,Software Engineer,Reject,70579,8,68
4965,Robert Williams,"brother, something, yet",0,PhD,AWS Certified,Cybersecurity Analyst,Reject,80958,6,92
3020,Jennifer Munoz,"exist, cold, top",8,MBA,None,AI Researcher,Hire,112596,5,62
6429,Jose Wilson,"put, success, Mrs",4,MBA,AWS Certified,Software Engineer,Reject,56175,5,86
2098,Grant Rios,"then, measure, whom",11,PhD,AWS Certified,Data Scientist,Reject,81667,7,50
6426,Roy Montgomery,"drop, best, exist",1,B.Tech,Deep Learning Specialization,Data Scientist,Reject,89262,7,69
7760,Jessica Gillespie,"since, form, level",6,B.Sc,None,AI Researcher,Reject,67069,6,76
3360,Steven Burnett,"never, near, work",5,B.Sc,AWS Certified,Software Engineer,Hire,45925,7,88
2774,Kathryn Herring,"reach, station, about",19,MBA,Google ML,AI Researcher,Hire,70295,10,63
3520,Amy Hawkins,"floor, perform, nor",8,B.Tech,AWS Certified,AI Researcher,Reject,89060,8,75
8931,Brian Hernandez,"identify, point, off",14,B.Sc,AWS Certified,AI Researcher,Hire,40578,1,97
8177,Kaitlyn Guerrero,"same, south, word",7,B.Tech,AWS Certified,Cybersecurity Analyst,Reject,102681,2,88
2752,Joseph Russell DVM,"themselves, nation, total",18,B.Tech,Google ML,Data Scientist,Reject,105295,8,67
6079,Mary Evans,"or, fill, unit",14,B.Sc,Google ML,Data Scientist,Reject,75555,9,78
7726,Cynthia Evans,"garden, claim, notice",5,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,67898,0,51
8524,Cynthia Gallagher,"agree, never, top",4,B.Sc,AWS Certified,AI Researcher,Hire,75415,7,52
8622,Marc Weaver,"option, trip, work",6,MBA,Deep Learning Specialization,AI Researcher,Reject,110174,3,87
6542,Nicole Gibson,"test, success, smile",0,PhD,Deep Learning Specialization,Data Scientist,Reject,82283,9,73
4546,Elizabeth Hall,"notice, left, art",5,PhD,AWS Certified,AI Researcher,Reject,43064,6,99
7350,Jacob Chambers,"usually, continue, contain",4,PhD,Deep Learning Specialization,AI Researcher,Reject,111392,6,71
3800,Walter Mills,"enjoy, ok, not",11,MBA,Google ML,Data Scientist,Hire,90819,3,73
6755,Marie Roberts,"wide, around, record",19,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,100473,7,81
8171,Jessica Thomas,"race, yard, foreign",4,B.Tech,Google ML,Data Scientist,Hire,70885,3,77
4545,Joseph Greene,"item, wear, special",3,B.Sc,None,Software Engineer,Reject,66454,4,59
407,Howard Cortez,"both, painting, ok",1,B.Sc,Deep Learning Specialization,Data Scientist,Reject,113436,9,83
3271,Joshua Leach,"peace, arm, into",4,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,87609,0,97
646,Laura Mercer,"position, point, task",16,B.Tech,Google ML,Software Engineer,Hire,46461,5,97
3343,Abigail Fowler,"positive, because, life",2,MBA,Deep Learning Specialization,Data Scientist,Reject,84017,3,66
6923,Lauren White,"fast, yard, miss",2,MBA,AWS Certified,Data Scientist,Reject,89619,0,66
9755,Margaret Vargas,"even, another, open",14,PhD,Google ML,Data Scientist,Hire,45417,5,83
1117,Louis Reid,"executive, use, hair",17,B.Tech,Google ML,AI Researcher,Reject,46256,3,83
4368,Michael Pearson,"trade, still, suddenly",7,B.Tech,Google ML,AI Researcher,Hire,99197,4,60
7214,Isaiah Forbes,"arm, serious, analysis",16,B.Tech,None,AI Researcher,Hire,73316,8,78
5434,Heather Sweeney,"fear, such, source",19,PhD,AWS Certified,AI Researcher,Reject,61155,0,72
9626,Shannon Franco,"culture, care, me",5,B.Sc,Google ML,Data Scientist,Reject,109074,3,67
1460,Benjamin Evans,"agent, social, thus",18,PhD,Google ML,Software Engineer,Hire,41455,7,61
2936,Joseph Diaz,"word, page, appear",9,B.Sc,Deep Learning Specialization,Data Scientist,Reject,71515,1,72
5030,Bradley Reid,"even, question, degree",18,PhD,None,AI Researcher,Reject,107111,0,91
6199,Jonathan White,"cup, each, she",7,PhD,Deep Learning Specialization,Software Engineer,Reject,116674,9,73
4807,Kyle Phillips,"window, exactly, all",14,PhD,Deep Learning Specialization,AI Researcher,Hire,66841,9,88
482,Mark Jones,"great, standard, affect",20,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,116485,0,70
2006,Monique Ward,"war, prove, former",4,PhD,Google ML,Data Scientist,Reject,51871,5,55
1005,Haley Martin,"health, any, wrong",5,PhD,None,Software Engineer,Reject,86564,8,61
6594,Susan Holden,"attack, serve, worker",2,B.Sc,Deep Learning Specialization,Software Engineer,Reject,53629,2,77
9512,Jamie Reynolds,"set, explain, environmental",5,B.Tech,AWS Certified,AI Researcher,Hire,101168,3,59
1862,Jacob Dodson,"use, center, billion",9,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,81983,6,58
6084,Ricardo Bush,"where, get, full",12,MBA,AWS Certified,Data Scientist,Hire,55680,4,56
5546,Robin Ortiz,"sense, nature, response",0,B.Tech,Google ML,AI Researcher,Hire,44049,1,73
1757,Brandi Ross,"key, rise, how",2,MBA,None,Cybersecurity Analyst,Reject,114959,5,54
7162,Jason Barber,"data, study, dinner",9,PhD,Google ML,Software Engineer,Reject,105627,7,85
771,Patricia Myers,"site, its, me",10,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,78401,6,85
3251,Alexander Roberts,"discover, Mrs, natural",3,B.Tech,Google ML,Cybersecurity Analyst,Reject,92923,2,93
5049,Christian Smith,"available, check, huge",3,PhD,Google ML,Software Engineer,Hire,93223,5,54
7529,William Nelson,"push, where, memory",12,B.Sc,None,AI Researcher,Hire,113363,7,62
8533,Joseph Williams,"avoid, life, candidate",7,PhD,AWS Certified,AI Researcher,Hire,83187,5,100
6945,Kimberly Gonzalez,"government, determine, already",19,PhD,Deep Learning Specialization,Cybersecurity Analyst,Reject,58822,7,50
1379,David Rodriguez,"positive, collection, determine",6,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,114405,2,95
8594,Valerie Cobb,"recognize, newspaper, attack",15,PhD,Google ML,Software Engineer,Reject,64811,5,84
348,Jacob Munoz,"describe, down, again",20,MBA,AWS Certified,Data Scientist,Reject,82320,9,59
519,Marcia Russell,"approach, whole, commercial",12,PhD,Deep Learning Specialization,AI Researcher,Reject,82600,9,59
1966,Amy Evans,"light, imagine, rate",12,PhD,Deep Learning Specialization,Data Scientist,Hire,87205,4,75
77,Andrew Gibson,"impact, office, vote",11,MBA,None,Software Engineer,Hire,118105,1,95
7792,David Henderson,"draw, since, strong",14,B.Sc,AWS Certified,Software Engineer,Hire,77461,7,98
3416,John Garcia,"east, difference, treatment",18,MBA,None,Software Engineer,Reject,47488,5,78
5159,Kelly Sharp,"remain, sea, decide",6,PhD,Google ML,Software Engineer,Reject,45860,1,79
907,Daniel Solis,"because, decision, feel",13,PhD,AWS Certified,AI Researcher,Hire,51066,0,85
1781,Bailey Gordon,"near, third, certain",7,MBA,AWS Certified,Data Scientist,Hire,110351,3,50
9063,Tara Ward,"life, environment, add",20,MBA,None,Data Scientist,Reject,109562,4,60
834,Troy Hernandez,"population, guy, six",18,MBA,AWS Certified,AI Researcher,Hire,113658,8,57
6236,Christina Gonzalez,"condition, weight, election",5,MBA,Google ML,AI Researcher,Hire,67944,0,97
403,James Martinez,"stuff, too, together",2,PhD,None,Software Engineer,Hire,83422,4,70
1547,Pamela Rose,"address, expect, teacher",17,B.Sc,Deep Learning Specialization,Software Engineer,Reject,70682,4,87
7318,Sonya Wang,"public, her, attorney",20,PhD,Deep Learning Specialization,AI Researcher,Reject,60184,0,95
6996,Ann Stevens,"little, rise, appear",17,B.Tech,Google ML,AI Researcher,Hire,49220,9,65
7937,James Chapman,"respond, short, effect",16,MBA,None,Software Engineer,Hire,49068,1,92
970,Laura Greene,"white, cell, every",20,B.Sc,Deep Learning Specialization,AI Researcher,Hire,93207,1,51
4649,Jeremy Evans,"young, site, thank",20,MBA,AWS Certified,Software Engineer,Reject,115718,5,79
2448,Antonio Bond,"notice, about, election",3,B.Tech,Deep Learning Specialization,Software Engineer,Hire,57592,8,74
1442,Melanie Hughes,"range, be, level",6,MBA,Google ML,Cybersecurity Analyst,Reject,77928,8,64
363,Zoe Pugh,"point, north, move",13,B.Tech,Deep Learning Specialization,Software Engineer,Reject,103778,2,71
5079,Linda Rasmussen,"leave, measure, out",6,PhD,Google ML,Software Engineer,Hire,71563,8,86
473,Charles George,"try, full, term",14,PhD,AWS Certified,Data Scientist,Hire,102111,2,97
6321,Joseph Archer,"affect, myself, ready",17,PhD,None,AI Researcher,Hire,56461,10,72
1968,Scott Olson,"line, peace, truth",10,B.Sc,Google ML,Cybersecurity Analyst,Hire,77134,7,84
2252,Jack Owens,"chance, data, capital",0,B.Sc,AWS Certified,Software Engineer,Reject,87957,8,70
4135,Brenda Willis,"make, realize, answer",8,MBA,AWS Certified,AI Researcher,Hire,91301,5,81
93,Ronald Lawson,"control, majority, these",10,MBA,Google ML,Cybersecurity Analyst,Reject,42449,10,78
6041,George Williams,"involve, technology, leader",14,MBA,AWS Certified,AI Researcher,Hire,81838,3,52
9003,Anita Johnston,"my, work, land",16,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,57242,1,79
1390,Brian Russo,"Mr, child, imagine",20,B.Sc,AWS Certified,Software Engineer,Reject,106189,5,68
9997,Dean Doyle,"stock, force, require",7,MBA,None,AI Researcher,Hire,69784,1,87
8283,Penny Greer,"write, whom, chair",18,MBA,Deep Learning Specialization,Software Engineer,Reject,40940,7,95
6065,Zachary Hernandez,"area, account, her",18,B.Sc,None,Cybersecurity Analyst,Reject,94214,5,59
6814,Diana Griffin,"find, time, whatever",3,B.Tech,Google ML,Software Engineer,Reject,40310,8,96
6358,Ronald Cervantes,"apply, something, important",17,B.Sc,AWS Certified,Software Engineer,Reject,93885,1,66
6301,Mrs. Brittney Robinson,"when, off, maintain",16,B.Sc,Google ML,Software Engineer,Hire,52217,1,71
2740,Michelle Allen,"seven, street, manager",3,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,97057,5,86
4779,Rachel Frey,"age, lay, value",14,MBA,AWS Certified,Data Scientist,Hire,51675,2,85
9115,Dawn Nielsen,"as, usually, though",1,MBA,AWS Certified,Software Engineer,Hire,50125,0,77
6481,James Alvarez,"data, once, also",19,B.Tech,Deep Learning Specialization,Software Engineer,Reject,52443,7,52
9351,Darrell Pollard,"sea, production, man",9,B.Sc,Google ML,AI Researcher,Hire,74238,2,60
5012,Robert Douglas,"give, role, industry",8,B.Sc,Google ML,Cybersecurity Analyst,Reject,88431,0,68
4655,Maria Smith,"relate, their, method",6,B.Sc,Google ML,AI Researcher,Reject,82949,7,66
720,Carlos Lopez,"big, though, page",6,MBA,None,Data Scientist,Hire,107954,9,73
7150,Karen Johnson,"red, break, likely",0,PhD,None,Cybersecurity Analyst,Hire,63473,4,58
9098,Frank Mcdaniel,"anyone, their, professor",6,PhD,Deep Learning Specialization,Software Engineer,Reject,97440,8,94
7442,Franklin Chan,"laugh, scene, language",0,MBA,Deep Learning Specialization,AI Researcher,Reject,42614,7,89
272,Carol Patterson,"performance, which, usually",20,PhD,AWS Certified,AI Researcher,Hire,93058,3,81
5090,Carla Thomas,"study, reflect, then",14,B.Sc,None,Software Engineer,Hire,59404,3,69
3872,Robert Lindsey,"again, writer, operation",7,B.Sc,AWS Certified,AI Researcher,Reject,51864,4,51
1342,Colleen Moss,"then, different, require",13,MBA,Google ML,Software Engineer,Reject,74121,1,68
1998,Matthew Blankenship,"read, age, or",11,B.Sc,Deep Learning Specialization,Software Engineer,Reject,118117,1,87
4824,Jonathan Russell,"fill, production, study",19,MBA,None,Cybersecurity Analyst,Reject,112908,6,76
376,Robert Foley,"fear, reduce, find",8,B.Tech,AWS Certified,Cybersecurity Analyst,Reject,95405,5,99
9945,Travis Flores,"him, produce, culture",5,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,84895,3,83
3663,Stephanie Stephens,"truth, prevent, half",9,PhD,Deep Learning Specialization,Cybersecurity Analyst,Reject,107316,6,60
910,Paul Nelson,"describe, pick, cup",0,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,54928,3,54
4309,Allison Mullins,"want, and, long",15,MBA,None,Software Engineer,Hire,78917,8,95
7921,Mark Patterson,"medical, laugh, support",18,MBA,Deep Learning Specialization,AI Researcher,Hire,73580,6,81
3006,Micheal Robinson,"indicate, foot, recognize",8,B.Tech,AWS Certified,Data Scientist,Hire,105883,9,64
4333,Sara Murray,"choose, morning, hold",20,B.Tech,Google ML,AI Researcher,Hire,72089,5,91
2743,Barbara Rhodes,"party, area, floor",12,B.Sc,Deep Learning Specialization,Data Scientist,Hire,81743,1,88
5657,Richard Harris,"last, sell, someone",5,MBA,None,Cybersecurity Analyst,Hire,52123,5,59
8311,Sean Sheppard,"prevent, argue, true",4,B.Sc,None,Cybersecurity Analyst,Hire,116600,6,81
1232,Dennis Simmons,"cover, mother, main",9,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,108441,10,75
4671,John Barrera,"everything, tell, baby",3,B.Tech,AWS Certified,Data Scientist,Hire,88788,8,96
8125,Jeremy Hammond,"forget, country, process",11,PhD,Google ML,Cybersecurity Analyst,Hire,75266,9,97
3920,Wendy Edwards,"top, plant, under",14,MBA,None,Software Engineer,Reject,111450,4,59
2240,Tiffany Stein,"discuss, interview, relationship",7,MBA,Google ML,AI Researcher,Hire,54054,8,97
2654,Victoria Flores,"none, woman, series",17,PhD,None,Data Scientist,Reject,113752,7,100
9397,Jessica Johnson,"above, popular, cultural",17,B.Tech,Google ML,Data Scientist,Reject,93573,9,53
2341,Lisa Singh,"and, lot, onto",14,B.Tech,Deep Learning Specialization,AI Researcher,Hire,71977,0,95
289,Douglas Watson,"nature, clear, individual",12,B.Sc,None,AI Researcher,Hire,41677,10,92
4266,Andrew Morris,"husband, modern, number",2,MBA,None,AI Researcher,Reject,51098,2,71
3185,Sarah Wright,"movement, himself, suffer",8,PhD,None,Software Engineer,Reject,47961,8,71
8461,Kristina Greene,"question, describe, join",9,PhD,AWS Certified,Cybersecurity Analyst,Reject,107023,8,78
2209,Lisa Miller,"wait, several, mother",5,B.Tech,Deep Learning Specialization,Data Scientist,Hire,51046,6,56
5018,Amy Gardner,"among, significant, recent",20,B.Sc,None,Cybersecurity Analyst,Hire,95167,5,83
1527,Mrs. Taylor Castro MD,"whether, dog, with",9,PhD,Deep Learning Specialization,AI Researcher,Reject,68596,4,68
8615,Brianna Carson,"enough, by, game",11,B.Tech,Google ML,Cybersecurity Analyst,Reject,109498,6,71
2,Amy Davis,"page, bill, explain",5,B.Tech,AWS Certified,Data Scientist,Hire,80034,3,74
3284,Lisa Gardner,"close, kind, which",12,MBA,None,Cybersecurity Analyst,Hire,93722,4,52
9386,Amy Armstrong,"technology, blue, several",14,PhD,None,AI Researcher,Hire,111742,3,61
4856,Mrs. Brianna Parker,"part, effort, could",11,B.Sc,Deep Learning Specialization,Software Engineer,Hire,111226,8,94
8971,Briana Knox,"can, hard, appear",2,PhD,AWS Certified,Data Scientist,Hire,118862,7,75
7651,Denise Fox,"wear, pull, around",4,B.Tech,Deep Learning Specialization,Software Engineer,Reject,53304,1,62
3015,Kelsey Torres,"home, scene, minute",8,MBA,AWS Certified,AI Researcher,Hire,62107,8,61
7333,Lauren Nicholson,"building, cost, gun",1,MBA,None,AI Researcher,Hire,77213,10,99
7245,John Cunningham,"mean, spend, him",6,PhD,Deep Learning Specialization,AI Researcher,Hire,113499,8,62
6685,Jillian Mcmillan,"carry, arm, person",17,PhD,None,Data Scientist,Reject,75434,2,50
5560,Connor English,"number, hand, condition",17,PhD,AWS Certified,AI Researcher,Hire,46170,7,92
4938,Louis Castro,"form, store, meeting",18,MBA,AWS Certified,Software Engineer,Hire,96539,5,77
5027,William Medina,"draw, allow, step",3,B.Sc,Deep Learning Specialization,Data Scientist,Hire,95342,2,83
452,Keith Curtis,"too, just, but",1,MBA,Google ML,Data Scientist,Reject,96386,0,56
497,Nicole Dennis,"action, big, same",16,PhD,Deep Learning Specialization,Data Scientist,Reject,106274,10,95
6872,Jeremiah Carroll,"administration, staff, part",11,B.Tech,Deep Learning Specialization,Software Engineer,Hire,48267,0,83
4863,Laura Jackson,"reality, money, organization",10,B.Sc,AWS Certified,AI Researcher,Reject,79664,9,63
9092,Toni Butler,"follow, court, authority",0,B.Tech,Deep Learning Specialization,Data Scientist,Hire,84273,3,86
6795,Tammie Armstrong,"plant, interview, city",17,B.Sc,Google ML,Software Engineer,Hire,107721,0,74
4029,Ashlee Flores,"where, against, several",9,MBA,None,Software Engineer,Reject,69238,8,80
5239,Annette Gonzalez,"year, bed, drop",4,PhD,None,Cybersecurity Analyst,Reject,95820,7,66
7991,Deborah Henry,"born, bill, tough",8,MBA,None,Software Engineer,Hire,85988,9,74
7746,Latoya Lee,"skin, police, team",16,B.Tech,None,Cybersecurity Analyst,Hire,85134,7,76
7685,Arthur Acosta,"be, happy, trip",8,PhD,Deep Learning Specialization,Software Engineer,Hire,113961,7,78
8403,Kaitlin Smith,"receive, lose, list",10,B.Tech,AWS Certified,Cybersecurity Analyst,Reject,94631,9,67
3700,Bradley Wagner,"detail, land, ten",3,PhD,None,AI Researcher,Reject,104283,2,93
23,Peter Jordan,"art, think, too",4,MBA,None,Software Engineer,Reject,101590,5,92
5105,Shaun Smith,"information, season, they",0,PhD,Deep Learning Specialization,Data Scientist,Reject,80256,7,60
1641,Jack Price,"various, pattern, down",12,MBA,AWS Certified,AI Researcher,Hire,80444,5,82
5322,Jennifer Hernandez,"baby, whose, city",14,PhD,AWS Certified,Software Engineer,Reject,82888,4,55
2481,Lindsey Anderson,"help, think, method",5,PhD,None,Data Scientist,Hire,78994,9,61
7743,John Farmer,"degree, across, scientist",15,MBA,None,Data Scientist,Reject,104783,1,84
7808,Jason Townsend,"never, part, young",15,PhD,Deep Learning Specialization,Software Engineer,Hire,54106,3,84
6049,Taylor Mcguire,"agree, almost, long",5,B.Sc,Google ML,Cybersecurity Analyst,Hire,80539,2,69
5041,Cynthia Logan,"white, rock, design",17,B.Sc,Google ML,Data Scientist,Hire,58023,3,71
2709,Brittany Pope,"attention, move, total",15,MBA,Deep Learning Specialization,Software Engineer,Reject,88529,9,88
